# Generated by refresh-data.py on 2026-07-06. Do not edit by hand
# (hand corrections belong in institutional-overrides.json).
# domain,type where type is government|education|healthcare|utility.
# Sources: Wikidata P856 (CC0), Annuaire de l'administration (Licence
# Ouverte v2), GSA/govt-urls (US public domain).
santamartadetormes.es,government
santambrogio.grupposandonato.it,healthcare
santamercedes.sp.gov.br,government
santamonica.gov,government
santana-boyaca.gov.co,government
santana.ap.gov.br,government
santanadaboavista.rs.gov.br,government
santanadavargem.mg.gov.br,government
santanadecataguases.mg.gov.br,government
santanadeparnaiba.sp.gov.br,government
santanadepirapama.mg.gov.br,government
santanadodeserto.mg.gov.br,government
santanadogarambeu.mg.gov.br,government
santanadoipanema.al.gov.br,government
santanadojacare.mg.gov.br,government
santanadomanhuacu.mg.gov.br,government
santanadomaranhao.ma.gov.br,government
santanadoparaiso.mg.gov.br,government
santanadoriacho.mg.gov.br,government
santanadoserido.rn.gov.br,government
santanadosmontes.mg.gov.br,government
santanapontepensa.sp.gov.br,government
santander.es,government
santander.gov.ph,government
santanderdequilichao.com,government
santandreusalou.cat,government
santangeloallesca.asmenet.it,government
santaniegos.com,government
santaniol.cat,government
santantoni.net,government
santantonidevilamajor.cat,government
santantonino.fr,government
santaolalla.es,government
santaolalladebureba.es,government
santaolalladelcala.es,government
santaoliva.cat,government
santapau.cat,government
santapola.es,government
santaquin.org,government
santaquiteria.ce.gov.br,government
santarem.pa.gov.br,government
santaremnovo.pa.gov.br,government
santareparata.fr,government
santarita.pb.gov.br,government
santaritadecassia.ba.gov.br,government
santaritadeibitipoca.mg.gov.br,government
santaritademinas.mg.gov.br,government
santaritadoeste.sp.gov.br,government
santaritadoitueto.mg.gov.br,government
santaritadopardo.ms.gov.br,government
santaritadopassaquatro.sp.gov.br,government
santaritadotrivelato.mt.gov.br,government
santaritapampanga.gov.ph,government
santarosa-cauca.gov.co,government
santarosa.fl.gov,government
santarosa.go.gov.br,government
santarosa.gob.ar,government
santarosa.rs.gov.br,government
santarosa.sp.gov.br,government
santarosadaserra.mg.gov.br,government
santarosadecabal-risaralda.gov.co,government
santarosadelima.sc.gov.br,government
santarosadelnorte-bolivar.gov.co,government
santarosadelsur-bolivar.gov.co,government
santarosadeosos-antioquia.gov.co,government
santarosadeviterbo-boyaca.gov.co,government
santarosadopurus.ac.gov.br,government
santarosadosul.sc.gov.br,government
santarosalia-vichada.gov.co,government
santarosanm.org,government
santarsenio.asmenet.it,government
santasalete.sp.gov.br,government
santasofia-boyaca.gov.co,government
santasofiadepiro.asmenet.it,government
santateresa.es.gov.br,government
santateresinha.ba.gov.br,government
santatereza.go.gov.br,government
santatereza.pr.gov.br,government
santatereza.rs.gov.br,government
santaterezinha.mt.gov.br,government
santaterezinha.pe.gov.br,government
santaursula.es,government
santavitoria.mg.gov.br,government
santavitoriadopalmar.rs.gov.br,government
santboi.cat,government
santboidellucanes.cat,government
santceloni.cat,government
santcliment.cat,government
santclimentdellobregat.cat,government
santcugat.cat,government
santcugatsesgarrigues.cat,government
sante.dz,healthcare
sante.gov.ml,healthcare
santed.es,government
santeecooper.com,government
santelpidioamare.it,government
santemonteregie.qc.ca,healthcare
santenay41.fr,government
santes.fr,government
santesaglac.gouv.qc.ca,healthcare
santesteve.cat,government
santestevedepalautordera.cat,government
santeufemiadaspromonte.asmenet.it,government
santeuil.fr,government
santeuil28.fr,government
santfeliu.cat,government
santfeliudebuixalleu.cat,government
santfeliudecodines.cat,government
santfeliudepallerols.cat,government
santfeliusasserra.cat,government
santferriol.cat,government
santfost.cat,government
santfruitos.cat,government
santgregori.cat,government
santguim.cat,government
santguimplana.ddl.net,government
santhilari.cat,government
santhipolitdevoltrega.cat,government
santiago-putumayo.gov.co,government
santiago.gob.cu,government
santiago.rs.gov.br,government
santiagoadn.gov.ph,government
santiagociudad.gov.ar,government
santiagodecalatrava.es,government
santiagodecompostela.gal,government
santiagodelapuebla.es,government
santiagodelcollado.es,government
santiagodeloscaballeros.gob.do,government
santiagodelteide.es,government
santiagodeltormes.es,government
santiagodetolu-sucre.gov.co,government
santiagodosul.sc.gov.br,government
santiagoelpinar.gob.mx,government
santiagomarino-aragua.gob.ve,government
santiagomatatlan.gob.mx,government
santiagonortedesantander.micolombiadigital.gov.co,government
santiagopontones.es,government
santiagotuxtla.gob.mx,government
santiamhospital.org,healthcare
santibanezdebejar.es,government
santibanezdeecla.dip-palencia.es,government
santibanezdelapena.es,government
santicello.org,government
santilly.fr,government
santiponce.es,government
santiscle.cat,government
santiso.gal,government
santistebandelpuerto.es,government
santiustedepedraza.es,government
santiustedesanjuanbautista.es,government
santizsalamanca.com,government
santjaume.cat,government
santjaumedefrontanya.cat,government
santjaumedellierca.cat,government
santjaumedelsdomenys.cat,government
santjoandalacant.es,government
santjoandelesabadesses.cat,government
santjoandemollet.cat,government
santjoandemoro.es,government
santjoanet.es,government
santjoanlesfonts.cat,government
santjoanvilatorrada.cat,government
santjordi.es,government
santjordidesvalls.cat,government
santjosep.org,government
santjuliadecerdanyola.cat,government
santjuliaderamis.cat,government
santjust.cat,government
santllorenc.es,government
santllorens.ddl.net,government
santmarticentelles.cat,government
santmartidalbars.cat,government
santmartiriucorb.cat,government
santmartisarroca.cat,government
santmartivell.cat,government
santmateu.com,government
santmateudebages.cat,government
santmiqueldecampmajor.cat,government
santmiquelfluvia.cat,government
santmori.cat,government
santo-pietro-di-tenda.fr,government
santoadriano.org,government
santoafonso.mt.gov.br,government
santoamaro.ba.gov.br,government
santoamaro.sc.gov.br,government
santoanastacio.sp.gov.br,government
santoandre.sp.gov.br,government
santoangelo.rs.gov.br,government
santoantoniodaalegria.sp.gov.br,government
santoantoniodapatrulha.rs.gov.br,government
santoantoniodaplatina.pr.gov.br,government
santoantoniodasmissoes.rs.gov.br,government
santoantoniodejesus.ba.io.org.br,government
santoantoniodelisboa.pi.gov.br,government
santoantoniodepadua.rj.gov.br,government
santoantoniodoamparo.mg.gov.br,government
santoantoniododescoberto.go.gov.br,government
santoantoniodograma.mg.gov.br,government
santoantoniodoitambe.mg.gov.br,government
santoantoniodoleste.mt.gov.br,government
santoantoniodoparaiso.pr.gov.br,government
santoantoniodopinhal.sp.gov.br,government
santoantoniodoplanalto.rs.gov.br,government
santoantoniodoretiro.mg.gov.br,government
santoantoniodosudoeste.pr.gov.br,government
santoantoniusjopu.com,healthcare
santoaugusto.rs.gov.br,government
santobonopausilipon.it,healthcare
santocristo.rs.gov.br,government
santodomingo-antioquia.gov.co,government
santodomingo-caudilla.es,government
santodomingo.cl,government
santodomingodelacalzada.org,government
santodomingodelasposadas.es,government
santodomingodepiron.es,government
santodomingodesilos-nortedesantander.gov.co,government
santodomingodesilos.es,government
santoexpedito.sp.gov.br,government
santoexpeditodosul.rs.gov.br,government
santohipolito.mg.gov.br,government
santoinacio.pr.gov.br,government
santok.pl,government
santol.gov.ph,government
santolaria.eu,government
santopietrodivenaco.fr,government
santopolisdoaguapei.sp.gov.br,government
santoreste.it,government
santorini-hospital.gr,healthcare
santos.sp.gov.br,government
santosdumont.mg.gov.br,government
santosmichelena-aragua.gob.ve,government
santostefanobelbo.it,government
santostefanodelsole.asmenet.it,government
santotomas-atlantico.gov.co,government
santotomashueyotlipan.gob.mx,government
santotomaslaunion.gov.ph,government
santotome.es,government
santotome.gov.ar,government
santotomedelpuerto.es,government
santotomedezabarcos.es,government
santovka.sk,government
santpaubarcelona.org,healthcare
santpauseguries.cat,government
santpedor.cat,government
santpere.cat,government
santperederibes.cat,government
santperederiudebitlles.cat,government
santpol.cat,government
santquintimediona.cat,government
santquirzesafaja.es,government
santquirzevalles.cat,government
santramon.ddl.net,government
santsadurni.cat,government
santsadurnidosormort.cat,government
santsalvadordeguardiola.cat,government
santuario-risaralda.gov.co,government
santungcity.go.th,government
santurdederioja.org,government
santurdejo.org,government
santvicencdetorello.cat,government
sanvensa.fr,government
sanvicente-antioquia.gov.co,government
sanvicente.gob.ar,government
sanvicentedealcantara.es,government
sanvicentedearevalo.es,government
sanvicentedechucuri-santander.gov.co,government
sanvicentedelabarquera.es,government
sanvicentedelasonsierra.org,government
sanvicentedelcaguan.gov.co,government
sanvicentedelvalle.burgos.es,government
sanvicentemisiones.gob.ar,government
sanvicentepalawan.gov.ph,government
sanvitobr.it,government
sanvitosulloionio.asmenet.it,government
sanvittoreolona.org,government
sanxenxo.es,government
sanxoanderio.es,government
sanya.gov.cn,government
sanzenon-magdalena.gov.co,government
sanzieni.ro,government
saobenedito.ce.gov.br,government
saobeneditodoriopreto.ma.gov.br,government
saobeneditodosul.pe.gov.br,government
saobento.pb.gov.br,government
saobentodosapucai.sp.gov.br,government
saobentodosul.sc.gov.br,government
saobentodouna.pe.gov.br,government
saobernardino.sc.gov.br,government
saobernardo.sp.gov.br,government
saobonifacio.sc.gov.br,government
saoborja.rs.gov.br,government
saobrasdosuacui.mg.gov.br,government
saocaetano.pe.gov.br,government
saocaetanodosul.sp.gov.br,government
saocamilo.com,healthcare
saocamilofortaleza.org.br,healthcare
saocarlos.sp.gov.br,government
saocarlosdoivai.pr.gov.br,government
saocristovao.com.br,healthcare
saocristovao.se.gov.br,government
saodomingos.sc.gov.br,government
saodomingosdasdores.mg.gov.br,government
saodomingosdonorte.es.gov.br,government
saodomingosdoprata.mg.gov.br,government
saodomingosdosul.rs.gov.br,government
saofelixdeminas.mg.gov.br,government
saofelixdoaraguaia.mt.gov.br,government
saofernando.rn.gov.br,government
saofidelis.rj.gov.br,government
saofrancisco.sp.gov.br,government
saofranciscodeassis.rs.gov.br,government
saofranciscodepaula.mg.gov.br,government
saofranciscodepaula.rs.gov.br,government
saofranciscodobrejao.ma.gov.br,government
saofranciscodoconde.ba.gov.br,government
saofranciscodogloria.mg.gov.br,government
saofranciscodosul.sc.gov.br,government
saogabriel.es.gov.br,government
saogabriel.rs.gov.br,government
saogabrieldacachoeira.am.gov.br,government
saogeraldo.mg.gov.br,government
saogeraldodapiedade.mg.gov.br,government
saogeraldodoaraguaia.pa.gov.br,government
saogeraldodoaraguaia.pa.leg.br,government
saogoncalo.rj.gov.br,government
saogoncalo.rn.gov.br,government
saogoncalodoabaete.mg.gov.br,government
saogoncalodopara.mg.gov.br,government
saogoncalodosapucai.mg.gov.br,government
saogotardo.mg.gov.br,government
saojeronimo.rs.gov.br,government
saojeronimodaserra.pr.gov.br,government
saojoao.pe.gov.br,government
saojoao.sc.gov.br,government
saojoao.sp.gov.br,government
saojoaodabaliza.rr.gov.br,government
saojoaodafronteira.pi.gov.br,government
saojoaodalagoa.mg.gov.br,government
saojoaodaponte.mg.gov.br,government
saojoaodasmissoes.mg.gov.br,government
saojoaodaurtigars.com.br,government
saojoaoddpontes.sp.gov.br,government
saojoaodeiracema.sp.gov.br,government
saojoaodelrei.mg.gov.br,government
saojoaodomanhuacu.mg.gov.br,government
saojoaodomanteninha.mg.gov.br,government
saojoaodooriente.mg.gov.br,government
saojoaodopacui.mg.gov.br,government
saojoaodopolesine.rs.gov.br,government
saojoaodosabugi.rn.gov.br,government
saojoaodospatos.ma.gov.br,government
saojoaonepomuceno.mg.gov.br,government
saojoaquim.sc.gov.br,government
saojoaquimdabarra.sp.gov.br,government
saojoaquimdebicas.mg.gov.br,government
saojoaquimdomonte.pe.gov.br,government
saojorge.rs.gov.br,government
saojosedabarra.mg.gov.br,government
saojosedacoroagrande.pe.gov.br,government
saojosedalaje.al.gov.br,government
saojosedalapa.mg.gov.br,government
saojosedasafira.mg.gov.br,government
saojosedasmissoes.rs.gov.br,government
saojosedatapera.al.gov.br,government
saojosedavarginha.mg.gov.br,government
saojosederibamar.ma.gov.br,government
saojosedeuba.rj.gov.br,government
saojosedoalegre.mg.gov.br,government
saojosedobarreiro.sp.gov.br,government
saojosedobelmonte.pe.gov.br,government
saojosedobrejodocruz.pb.gov.br,government
saojosedodivino.mg.gov.br,government
saojosedoegito.pe.gov.br,government
saojosedogoiabal.mg.gov.br,government
saojosedoherval.rs.gov.br,government
saojosedohortencio.rs.gov.br,government
saojosedoinhacora.rs.gov.br,government
saojosedojacuri.mg.gov.br,government
saojosedonorte.rs.gov.br,government
saojosedoouro.rs.gov.br,government
saojosedopovo.mt.gov.br,government
saojosedorioclaro.mt.gov.br,government
saojosedoriopardo.sp.gov.br,government
saojosedosausentes.rs.gov.br,government
saojosedosquatromarcos.mt.gov.br,government
saojosedosul.rs.gov.br,government
saojosedoxingu.mt.gov.br,government
saojoseliberto.com.br,healthcare
saojoselt.pb.gov.br,government
saojuliao.pi.gov.br,government
saoleopoldo.rs.gov.br,government
saolourenco.sc.gov.br,government
saolourencodaserra.sp.gov.br,government
saolourencodosul.rs.gov.br,government
saoludgero.sc.gov.br,government
saoluis.ma.gov.br,healthcare
saoluisdocuru.ce.gov.br,government
saoluizdonorte.go.gov.br,government
saoluizdoparaitinga.sp.gov.br,government
saoluizgonzaga.rs.gov.br,government
saomamede.pb.gov.br,government
saomanuel.sp.gov.br,government
saomarcos.rs.gov.br,government
saomartinho.rs.gov.br,government
saomartinho.sc.gov.br,government
saomartinhodaserra.rs.gov.br,government
saomateus.es.gov.br,government
saomateusdosul.pr.gov.br,government
saomiguel-rs.com.br,government
saomiguel.pr.gov.br,government
saomiguel.rn.gov.br,government
saomiguel.sc.gov.br,government
saomiguelarcanjo.sp.gov.br,government
saomigueldaboavista.sc.gov.br,government
saomigueldoanta.mg.gov.br,government
saomigueldoaraguaia.go.gov.br,government
saomigueldoguama.pa.gov.br,government
saomigueldoscampos.al.gov.br,government
saone-et-loire.cci.fr,government
saone-et-loire.gouv.fr,government
saone.fr,government
saonedoubsbresse.fr,government
saoneetloire.cidff.info,government
saoneetloire71.fr,government
saonicolau.rs.gov.br,government
saonm.org,government
saopaulodasmissoes.rs.gov.br,government
saopaulodopotengi.rn.gov.br,government
saopedro.sp.gov.br,government
saopedrodacipa.mt.gov.br,government
saopedrodaserra.rs.gov.br,government
